names	scores	pvals_adj	group
SUCLG2	3.3393385	0.013146996238596843	0
CMTM7	3.3373413	0.015466466005838238	5
MARCH2	3.3345473	0.05277935189537962	7
RNF7	3.3322892	0.01572904190131358	5
ATP5C1	3.3293176	0.05658427238468539	6
PPT1	3.3293176	0.05658427238468539	6
RORA	3.3291953	0.013557913683813766	0
ETHE1	3.325379	0.013365619679507367	1
RBM3	3.3249142	0.013373148856334423	1
ATP5A1	3.309978	0.059514494062773676	6
DNAJC15	3.3065126	0.0599766144539176	6
FLOT1	3.3043866	0.029333930877345545	4
ID2	3.299988	0.017562810125843088	5
NDUFA12	3.287949	0.018210769180335942	5
PTAFR	3.2765338	0.015682269753999674	1
GPX1	3.273814	0.018996660114376684	5
CD82	3.2688134	0.025893456856506902	2
SIRPG	3.2603362	0.016919040702475456	0
TERF2IP	3.259253	0.03404301374552788	4
C16orf13	3.2492762	0.07115233221527674	6
CCNG1	3.2402823	0.01783887073091346	0
LAIR1	3.234687	0.021438230278194966	5
SNX3	3.2290423	0.07438229025397969	6
RASGRP2	3.2200484	0.030097761898132337	2
FERMT3	3.2128663	0.02301736143818316	5
IFITM3	3.2118268	0.07830272704536967	6
PQBP1	3.1988592	0.07926184296859332	6
LGALS3	3.1985238	0.07926184296859332	6
PPIB	3.1944475	0.0632011069136928	3
GSN	3.1926146	0.020391005378980465	1
SCPEP1	3.182531	0.033992530780238575	2
LTB4R	3.1721077	0.021641653364784918	1
PCMT1	3.164925	0.026591945857465642	5
GNLY	3.163096	0.06894955819754617	3
FCRL2	3.1627047	0.03614916982564586	2
GIMAP5	3.1626117	0.06894955819754617	3
HNRNPM	3.157279	0.046765308163317594	4
ARAP1	3.145684	0.028298813062556126	5
LMAN2	3.1446712	0.04851650835069124	4
MRPL21	3.140632	0.028719968253161768	5
YWHAE	3.132456	0.09433835830988016	6
APOBEC3B	3.1313877	0.029493121111129075	5
GCA	3.1282167	0.029703049287550444	5
LAT2	3.1257067	0.05131998150700912	4
YWHAE	3.1169245	0.02562586803649714	1
FAM107B	3.1132746	0.026349075009924644	0
MYO9B	3.1049125	0.02655400605028581	1
EFHD2	3.102273	0.09983476360889262	6
IL23A	3.1020217	0.027258359138270676	0
SLC39A1	3.101559	0.03223453616904437	5
HLA-DQA1	3.100645	0.032294723806537085	5
CTNNBL1	3.0846288	0.033878778506692644	5
RGS19	3.0833805	0.10551701329118351	6
CD47	3.0797255	0.058225875422943336	4
NDUFB8-1	3.0797255	0.058225875422943336	4
KLRB1	3.074165	0.0896261232710551	3
OSTC	3.073543	0.10824501392566553	6
TNFRSF25	3.070457	0.029970486584788836	0
GTF3A	3.0629723	0.030667634680734947	0
SMPDL3A	3.0559287	0.03702691179001592	5
ABRACL	3.055823	0.031248935898245112	0
TMEM208	3.0551715	0.03097104002754035	1
NPC2	3.0452602	0.11551514095683714	6
RP11-18H21.1	3.0443637	0.03230035233598672	0
TMEM141	3.038354	0.03897503679673137	5
NRGN	3.0357263	0.03290770411781993	1
FCRL6	3.0307891	0.10229534113911999	3
IRF7	3.0222542	0.03427130959083843	1
ATP6V1F	3.0170894	0.1250004932552102	6
C2orf88	2.9887946	0.15122136990733684	7
CLEC1B	2.9857533	0.15191729233833057	7
AC147651.3	2.984993	0.15191729233833057	7
CCT4	2.9804223	0.13497619632578903	6
GIMAP2	2.9801471	0.045996964252812966	5
KIAA0040	2.9763763	0.06106954800617807	2
PPIF	2.9630892	0.040789535298396934	1
TPD52L2	2.9625251	0.040824484284795515	1
RNF213	2.9610648	0.08225370294901395	4
SNX17	2.9572515	0.049097514757874244	5
GAS2L1	2.9519193	0.16721838103217984	7
TMBIM4-1	2.9510708	0.049944137110248546	5
DNAJA1	2.9509096	0.049944137110248546	5
TLE4	2.94317	0.05097557075134455	5
TSC22D1	2.9427955	0.17088238478589596	7
HAVCR2	2.9392836	0.15190300791746145	6
TCEAL8	2.9365065	0.04423821129862547	0
PPIB	2.9345884	0.15318870909480692	6
PSMC4	2.9327972	0.05252966061773866	5
PRDX3	2.9313462	0.052715581741007295	5
AKTIP	2.930622	0.044997354839949565	0
BLOC1S1	2.927434	0.1557161333065481	6
PPP2R3C	2.923123	0.053769964208463174	5
RAB2A	2.9219942	0.05389491869730746	5
SNRPB	2.92128	0.13777093114204064	3
SRSF3	2.919101	0.13833894244017306	3
ACP1	2.9169378	0.09251357282400566	4
ZNF593	2.9147923	0.05502997388522079	5
RORA	2.8967474	0.14648467385470754	3
ADAP2	2.8935091	0.05857096963668885	5
C9orf16	2.8924248	0.19635200827773913	7
NSA2	2.892089	0.049935374124499415	0
ABI3	2.8909905	0.1682614105295109	6
THYN1	2.8901532	0.05019614356392182	0
SDHB	2.8846185	0.1700744893173404	6
MYADM	2.8822763	0.06036200618809484	5
CAT	2.8816004	0.17117032916916652	6
ALKBH7	2.8727689	0.17547522483453928	6
IER3	2.8682196	0.054068623461184274	1
MAF1	2.8625867	0.10811625628647556	4
MPST	2.8617492	0.055027137937469654	1
PLA2G12A	2.8584006	0.21706987876867878	7
MLX	2.8558333	0.06483043075908729	5
C17orf62	2.847281	0.1849269593924122	6
PHPT1	2.8416445	0.06741005573990086	5
FAM32A	2.841322	0.06741005573990086	5
OTUB1	2.8387423	0.0678831562946895	5
ALKBH7	2.8355346	0.05935689866638943	1
ZNF92	2.8348856	0.09137771960441206	2
LGALS1	2.8332396	0.11680690445346091	4
TMEM50A	2.8291616	0.17631797599172824	3
XXbac-BPG299F13.17	2.8266106	0.060014382710196545	0
GSN	2.8257072	0.23873680899971716	7
ETHE1	2.8219047	0.1936975597301512	6
GRB2	2.8217585	0.07096382227765684	5
CCDC115	2.821221	0.07100590179894076	5
TNFRSF1A	2.817674	0.0714086361906617	5
TIGIT	2.8137982	0.12342589024974947	4
GUSB	2.8132129	0.07225135818193157	5
ARL4A	2.8109555	0.07268213671910144	5
ICOS	2.8105571	0.06256798108275365	0
PSMA7	2.8071766	0.12530096583072028	4
SDHAF2	2.8050575	0.1258975210100044	4
IRF7	2.8039064	0.20069164440516463	6
CLNS1A	2.802565	0.2009457518690224	6
DENND2D	2.798436	0.12757689752258705	4
VPS28	2.7961466	0.06591375929916389	1
BTN3A2	2.7923222	0.1955504805426668	3
MFSD1	2.789212	0.26445222511475486	7
PRKCB	2.787845	0.07749349163545996	5
GYG1	2.787415	0.07751384983362143	5
CSNK2B	2.7864673	0.20819488980359582	6
MMADHC	2.7840505	0.20006292081740457	3
PRKCD	2.784029	0.07807338667179964	5
TERF2IP	2.7830822	0.20011725872779368	3
GSTO1	2.780766	0.2099919719634468	6
C9orf16	2.7807426	0.13432111484242687	4
TMEM50A	2.7800884	0.27002724891197577	7
GTF3A	2.775456	0.20431765910965013	3
RP5-887A10.1	2.7615285	0.11100752877949914	2
IFIT2	2.759911	0.07301137244011564	1
ARL4A	2.7526066	0.11387799826287524	2
ODC1	2.7493277	0.11454097308281513	2
MPC2	2.7480116	0.2258962102291562	6
IL27RA	2.74113	0.07585224695727147	0
PRDX1	2.7389064	0.07713363274763374	1
RER1	2.7358205	0.07746019905817654	1
UBXN1	2.7295847	0.09068425949787234	5
C12orf45	2.7280014	0.23745844424794535	6
PLBD1	2.7262127	0.23810214020732895	6
MTIF3	2.7232425	0.09205409097092007	5
PHPT1	2.720735	0.2407784579217111	6
PSME1	2.717653	0.09343532066334638	5
TNFAIP2	2.714052	0.09416434579805476	5
MRPL41	2.7131333	0.24415597744548068	6
BLNK	2.7125745	0.24415597744548068	6
RBCK1	2.7080863	0.09567625085511855	5
TALDO1	2.704749	0.24604568194253246	6
FKBP3	2.7025135	0.24705814856396388	6
DOK3	2.697821	0.09827191766183524	5
ATG16L2	2.6915877	0.08631306570478219	1
APH1B	2.6884153	0.1007733848886559	5
RP11-291B21.2	2.6870596	0.08748330080829744	0
DESI1	2.6868567	0.10114128828288736	5
PRDX3	2.6742663	0.09041212099720537	1
CD160	2.6724432	0.2601208088922171	3
TMEM208	2.6647284	0.27233780673562547	6
HNRNPH3	2.66316	0.09320531013937727	0
PRKCD	2.6592345	0.09396838602816104	1
IRF8	2.6555617	0.27629154101810016	6
CTNNBIP1	2.6547217	0.09506838710944618	1
NT5C3A	2.6546364	0.3793756397276217	7
ATP5H	2.6522446	0.11076288610605652	5
ATG16L2	2.6503634	0.11126916992056118	5
GIMAP2	2.6491456	0.09656706940571516	0
YWHAE	2.6479986	0.11171235395447894	5
TMEM205	2.6393523	0.2847870781312137	6
CSNK2B	2.637396	0.19452275015872483	4
UBAC2	2.6345377	0.10029787451027859	0
LYPLA1	2.6318212	0.11589158564606841	5
ARRB2	2.6311915	0.2888292490738316	6
GNPTAB	2.62749	0.19898978088527852	4
GADD45B	2.6248195	0.2930817638878247	6
SAMD9L	2.616212	0.29739776393761486	6
MFSD1	2.6120818	0.10639309474978001	1
FGL2	2.610734	0.2995771835973392	6
CD93	2.609394	0.1070077799606487	1
TRAF3IP3	2.607238	0.3030889803492118	3
YWHAB	2.604938	0.3043940269191685	3
SH3GLB1	2.6013741	0.21187364398186456	4
CAMK1D	2.600707	0.16483704354463524	2
RTFDC1	2.5951953	0.3108702745580831	6
RALY	2.5947902	0.12688285415729258	5
PLAGL2	2.5931242	0.12737470337794427	5
ANAPC13	2.5829124	0.1306967856663908	5
PTGDR	2.5804458	0.32295927197946767	3
SNAPIN	2.5785954	0.22412989630606078	4
TTC3	2.578299	0.11618053038061105	0
SMIM12	2.5738435	0.32377835784710224	6
MID1IP1	2.5703712	0.11826825523583294	1
ARHGDIA	2.565564	0.231582778922267	4
EAF2	2.5646927	0.13686896636047866	5
TNNI2	2.5643702	0.13686896636047866	5
MBOAT7	2.5558455	0.33849508892422914	6
EIF1B	2.552546	0.14060958327091186	5
GSTO1	2.5478125	0.4922542847467871	7
CDC42EP3	2.5475607	0.3475888731551805	3
EIF5	2.5386798	0.14560869657326414	5
MYADM	2.5339346	0.348378121692318	6
CARHSP1	2.5307074	0.2521975648035185	4
CDC40	2.5228128	0.197109694701264	2
MARCH2	2.5219111	0.151436828601234	5
MRPS12	2.5179937	0.2606442846909361	4
IFIT1	2.5136619	0.136437710226091	1
EIF1B	2.5136242	0.20132574388844954	2
VPS28	2.5127206	0.1552925060811316	5
CRTAP	2.5100117	0.3618396300483391	6
VDAC3	2.5086703	0.26719488328823177	4
PFDN2	2.5057638	0.3642774098732073	6
TMEM9B	2.5049274	0.15786118959925907	5
ADAP2	2.5014174	0.1404292331712417	1
CCM2	2.4982092	0.1597811888389675	5
CCT4	2.4959157	0.14262608806039262	0
MED28	2.4942493	0.3741264940362735	6
BTK	2.493355	0.3741264940362735	6
CLDN5	2.4924996	0.5593526005204241	7
HGD	2.4924996	0.5593526005204241	7
FAXDC2	2.4898384	0.5611657766588879	7
IGFBP7	2.4895542	0.37560333168464677	6
SCGB1C1	2.4883177	0.5611657766588879	7
GGA2	2.4862106	0.21488297792502792	2
BACE2	2.485486	0.2150598264625026	2
ARL6IP5	2.4836822	0.14689096230370752	0
POLR2E	2.4814942	0.16675103858147297	5
SMAP2	2.4812753	0.14788662262240515	1
BEX4	2.47963	0.14808276392338413	0
HENMT1	2.4782104	0.28652543899075467	4
C6orf25	2.476533	0.5775787541393882	7
ARAP1	2.4727805	0.1509513176138815	1
COQ7	2.4674137	0.22325111927893926	2
NUDT1	2.4612322	0.17484812946284076	5
DERL1	2.4603584	0.2976321738808011	4
FCN1	2.4598181	0.3979849551642147	6
NCKAP1L	2.4574707	0.39865810362110377	6
CTNNBIP1	2.4532225	0.39865810362110377	6
REXO2	2.4491751	0.1596441430562269	0
TMBIM4-1	2.4484394	0.3041171547347545	4
CDC37	2.4477758	0.4266806140895409	3
MAP3K7CL	2.4434593	0.6195666342361472	7
CD48	2.4375405	0.16486463075585273	1
BABAM1	2.4367895	0.4130451412566596	6
NDUFA12	2.434025	0.165275976702854	0
ORAI1	2.433008	0.44067184653946273	3
HAGH	2.4321556	0.18712446306294322	5
FAM173A	2.4297466	0.4194534185113821	6
PARVB	2.428946	0.16760945872834332	1
SNX5	2.4284053	0.4201577957958677	6
DENND2D	2.4270766	0.4469837867779123	3
C1orf162	2.426826	0.3198859760221109	4
DYNLL1	2.423224	0.3225818439316629	4
UBE2L6	2.421586	0.4242344900457135	6
MAP3K8	2.4209766	0.19193244534099368	5
PLA2G7	2.4140139	0.1724124267168566	1
PHACTR1	2.4102228	0.25482443966167	2
P2RY10	2.409117	0.255003391490029	2
CORO1C	2.4081073	0.17439363754008122	1
CXCL2	2.4051208	0.17540810151258912	1
GADD45B	2.4020875	0.33821942904362023	4
FERMT3	2.398222	0.44563395106272696	6
SNRPB	2.3967688	0.4465244916261658	6
UQCRC1	2.3957627	0.4468127896208294	6
IDH2	2.3941944	0.34437357126927304	4
C14orf1	2.394098	0.18221133154738486	0
SF3B5	2.3938236	0.34437357126927304	4
RBM39	2.392409	0.4491547953580941	6
SNRPB	2.3874667	0.3485210519101171	4
SRSF5	2.386393	0.2678962110273819	2
VDAC3	2.3862457	0.7003420641806573	7
FHL1	2.3854854	0.7003420641806573	7
PPP1R14A	2.3841367	0.45540194063347755	6
ATP5H	2.379722	0.18709019735711513	0
IDH2	2.3795533	0.45890644429054606	6
FERMT3	2.378885	0.35438225751436125	4
DNAJC15	2.370563	0.21689628638406924	5
GPR171	2.3697083	0.1920837053597959	0
TAF10	2.368039	0.46447489665508795	6
IFI44	2.368039	0.46447489665508795	6
HDAC1	2.3652606	0.5147716315741092	3
TMEM91	2.3638163	0.7382611554128602	7
ILF3	2.3623376	0.46550942864907247	6
TBCB	2.3539534	0.4718345453338999	6
STK32C	2.346799	0.47300743387107735	6
MED28	2.346055	0.22985858612299634	5
CTSS	2.3428862	0.475399212756478	6
PSMC5	2.3424795	0.20460019553472997	0
KARS	2.3421853	0.23164205368460297	5
RASGRP4	2.3412716	0.23200536167874988	5
PLEKHJ1	2.336347	0.38759770507907937	4
PRKACA	2.3337448	0.20654308136273777	1
LUC7L3	2.3331158	0.3887031910804454	4
SIK1	2.3302538	0.23789453403098493	5
PFDN2	2.329609	0.23809563364729633	5
LSM14A	2.326297	0.2128139920672269	0
MFSD10	2.3234181	0.5662670476195987	3
GALK1	2.3218653	0.21108286256774578	1
RP11-428G5.5	2.310634	0.3166989659446152	2
HLA-DMA	2.298275	0.25583007984151485	5
GNAI2	2.2977233	0.5068523801104878	6
MCUR1	2.2970989	0.8420525755685718	7
DRAM2	2.2961252	0.25706301597799297	5
PITHD1	2.294593	0.5100307495155169	6
MIS18BP1	2.294244	0.25811809477926806	5
PACSIN2	2.292917	0.8465791092946608	7
ZYX	2.2911277	0.512384949760007	6
C4orf3	2.2901595	0.2604603856518761	5
ZNF106	2.2899103	0.22729245146790283	1
MPST	2.2887354	0.8535413138018251	7
RAB9A	2.2859333	0.6090329564530741	3
LAMTOR5	2.28553	0.22940845347289976	1
TMCO1	2.285328	0.6090329564530741	3
MRPL51	2.2835488	0.26434343209392014	5
GADD45B	2.2778633	0.6186192081226015	3
FAM127A	2.2767231	0.2679667456365642	5
NDUFC2	2.2757006	0.5214699675702696	6
LAIR1	2.2729907	0.4410455839148642	4
ARL2BP	2.2718253	0.44177555566008153	4
AATF	2.270819	0.4423231925565973	4
VPS25	2.26549	0.2745444174094014	5
RNF139	2.2648191	0.24256023885539338	0
PFDN2	2.263165	0.23964527347125003	1
CAPZA2	2.2593794	0.5349735798680056	6
TMEM14C	2.2487595	0.5434677707242762	6
SIVA1	2.2439919	0.28934470511325017	5
HDLBP	2.2363062	0.29365949398428626	5
C9orf142	2.23568	0.5567387897002896	6
IFI44	2.2334995	0.25412250353133153	1
SRP72	2.2331088	0.559143743943121	6
ZNF106	2.2328665	0.2960295298882197	5
RBM3	2.2317243	0.4842011466173114	4
FAM96B	2.2311947	0.4842011466173114	4
SCP2	2.2296433	0.5618843333383757	6
FKBP5	2.227631	0.5630155713499128	6
MLEC	2.226178	0.5642327515115825	6
DNAJA1	2.2252617	0.4903118496147886	4
MPST	2.2243893	0.5650484981560677	6
CD1C	2.2241611	0.37971524944872104	2
ITGB7	2.2217064	0.5653942452907419	6
ORMDL2	2.2187314	0.30545347272549267	5
TMEM14B	2.2184913	0.26862164454986454	0
OLA1	2.2177937	0.5701393069910519	6
TPTEP1	2.212067	0.30881567084870465	5
NUMB	2.1986578	0.273713730841923	1
WTAP	2.197648	0.7284157151154073	3
NAPRT1	2.1967773	0.5923001896325826	6
VAMP8	2.196709	0.5232077225230841	4
KIR2DL3	2.1899283	0.5308721761431255	4
SLC39A3	2.1896226	0.5996275562411545	6
SNW1	2.1877222	0.5997750602238129	6
MRPL21	2.1829152	0.6043742322145556	6
EIF1AY	2.1827548	0.41678336364601115	2
QSOX1	2.180739	0.2848408598051116	1
PNRC1	2.1791065	0.2911992068389836	0
EIF2B1	2.1786673	0.6072300821721736	6
TMEM219	2.1749287	0.33477824351104796	5
NT5C	2.1746428	0.6109225351580654	6
LAMP2	2.1731012	0.33582091712509354	5
CYP27A1	2.1699214	0.2913164002121906	1
SRP9	2.1697452	0.5513168275608363	4
NT5C	2.1696923	0.5513168275608363	4
PSMB8	2.1685941	0.2920627845008061	1
CCDC66	2.1672857	0.29830243667861767	0
PHKG2	2.1656845	0.34099879156174207	5
TOMM40	2.1649172	0.6158657594342214	6
IFIT2	2.157085	0.34779277643039136	5
TMEM91	2.1567478	0.29895697010901795	1
ISOC2	2.1563094	0.6263973023339453	6
AP003733.1	2.15625	0.29895697010901795	1
ACTR2	2.154297	0.6268055555570439	6
DYNLL1	2.154297	0.6268055555570439	6
LAT2	2.152401	0.30143695417935373	1
IL32	2.1504629	0.5770979173283036	4
ZMAT5	2.1495607	0.35278914149034357	5
PLD4	2.1463897	0.35531318363170733	5
RTFDC1	2.1460135	0.3553588307927952	5
PSMD7	2.136858	0.6490671311456301	6
CCND2	2.130869	0.32125460217272717	0
RBPJ	2.127244	0.6609595021679805	6
BTK	2.1271155	0.31715582118132607	1
PLEKHF1	2.11945	0.8339199584919939	3
TXNDC17	2.1190834	0.6711109293374464	6
DDT	2.1180773	0.6711109293374464	6
GUSB	2.1176302	0.6711109293374464	6
RETN	2.1141958	0.3800103820219398	5
LYPD2	2.1124222	0.3810693016640445	5
RNF7	2.1109228	0.6755785480221437	6
ITSN2	2.10833	0.4863461062610644	2
DGKZ	2.1068206	0.8498477142034175	3
EREG	2.1055136	0.33107686605861547	1
PLEKHA1	2.1045349	0.6383934577921272	4
PAFAH1B1	2.1036565	0.6793097650263149	6
LUC7L3	2.102874	0.6793097650263149	6
GALT	2.102014	0.3397636455624431	0
COLGALT1	2.101797	0.33343909979113134	1
BBX	2.1013527	0.4927908438787513	2
SIAH2	2.095748	0.4981265639955906	2
RGS18	2.093966	0.33899858760010687	1
RALY	2.0903535	0.6920567212544223	6
SMDT1	2.0883608	0.34892683185696877	0
IRF8	2.086135	0.34480262139261236	1
MAGEH1	2.0858831	0.35056669262475315	0
AHSA1	2.08414	0.6634193329308125	4
TGOLN2	2.0791001	0.3494296636980093	1
VAPA	2.0783184	0.9980339765977769	7
C1orf86	2.0771422	0.3507716201096982	1
PIGX	2.077004	0.40980685150731944	5
C1orf86	2.0743704	0.41114906420144487	5
CHI3L2	2.073253	0.5216071895595396	2
SNX20	2.0674372	0.41623939239245844	5
SKAP2	2.0649648	0.4177117776245521	5
CLEC2B	2.0635333	0.6902406983953416	4
JAKMIP1	2.063122	0.9245374351523684	3
ICAM2	2.0630565	0.6902406983953416	4
POLR2E	2.060841	0.727678580158663	6
APOBEC3G	2.0604503	0.4209997129229657	5
GCA	2.0599468	0.7282767760815654	6
RBBP6	2.0593107	0.9980339765977769	7
NDUFC2	2.058029	0.3650980951093284	1
PPIE	2.057759	0.6973765109597698	4
SUMO3	2.051582	0.4284723331247323	5
TRAPPC3	2.049916	0.428869235271564	5
NDUFC2	2.0477126	0.43049213652594676	5
RP11-589C21.6	2.0475304	0.37753967195821175	0
MRPL51	2.0467556	0.7436974914120771	6
TMEM219	2.0448647	0.9980339765977769	7
GRPEL1	2.0419617	0.4351613347956082	5
RFXANK	2.041478	0.43533331749317816	5
LAT2	2.041166	0.7479992419950022	6
ATP6V0E1	2.0384238	0.7205504702637979	4
CEPT1	2.0366125	0.5561493330789447	2
CDC42EP3	2.0337386	0.4418156266248386	5
RIC3	2.0294445	0.5636166670194789	2
FKBP5	2.028122	0.39209251251712296	0
HBA1	2.0272994	0.7326474984961219	4
STX11	2.0195842	0.9980339765977769	7
TMEM55A	2.0179138	0.7805921050363794	6
LINC00936	2.0163488	0.7824938643505028	6
UBAC2	2.0161629	0.9980339765977769	7
SPPL2A	2.0153272	0.747033977653286	4
GTF3A	2.0146916	0.747033977653286	4
LYPLA1	2.010983	0.787440451277557	6
CORO1C	2.0106816	0.4615634373422723	5
UBE2D3	2.0100296	0.40513554435887505	0
CSRP1	2.0031571	0.46847950473032907	5
PSMB8	2.001306	0.9998635999843186	3
COMMD8	1.9978365	0.47300266205673924	5
GRB2	1.9962267	0.802078784984387	6
RER1	1.9958329	0.7720209415715368	4
RP11-879F14.2	1.995064	0.9980339765977769	7
ADD1	1.9941005	0.5986554578538533	2
GID8	1.9940205	0.4758636062505846	5
CCDC115	1.9935551	0.7736218993557056	4
ITGB3	1.9935434	0.9980339765977769	7
RPN2	1.9929194	0.7738420645907071	4
PDZK1IP1	1.9920228	0.9980339765977769	7
YWHAB	1.9910843	0.8081733462819212	6
EAF2	1.9908608	0.8081733462819212	6
FSTL1	1.9905022	0.9980339765977769	7
PHPT1	1.9890523	0.7781057744106582	4
ESAM	1.9870808	0.9980339765977769	7
PRKCD	1.9861656	0.814571172216585	6
ALOX12	1.9855602	0.9980339765977769	7
RBCK1	1.9844437	0.7856658036652496	4
OTUB1	1.9840417	0.8151480600185281	6
GMPR	1.9818746	0.42454694623254086	1
TOR1A	1.9807682	0.9998635999843186	3
HIST1H2BJ	1.9798578	0.9980339765977769	7
GMPR2	1.9788642	0.48806433008444555	5
NCOA4	1.9726391	0.8287707628250508	6
GSN	1.9723127	0.8035497577100288	4
DMTN	1.9722546	0.9980339765977769	7
PRDX4	1.9718235	0.49254692577721226	5
GALK1	1.9712323	0.49286712503505026	5
MVD	1.9689753	0.8079199639147344	4
LUC7L3	1.9649711	0.628676031681201	2
CD163	1.9631263	0.4385608300557163	1
PRMT2	1.9592214	0.9998635999843186	3
PAFAH1B1	1.9534962	0.509988280853085	5
SNRNP27	1.9519581	0.8530340274177808	6
SENCR	1.9517262	0.9980339765977769	7
TRAPPC3	1.9474864	0.8577739160374688	6
DNAJC7	1.9472649	0.45102930375369255	1
NUDT16L1	1.9468484	0.4552457783339287	0
CAPN12	1.943813	0.8516790420472955	4
CD47	1.9416692	0.9998635999843186	3
GBGT1	1.9411925	0.4565646300322982	1
UBE2L6	1.9408994	0.8554460618399409	4
JKAMP	1.9407047	0.5219515025532934	5
TPTEP1	1.9395611	0.9980339765977769	7
GPR171	1.9374325	0.9998635999843186	3
LTV1	1.9354131	0.8684376357142489	6
THEM4	1.934718	0.4664423595252914	0
UBE2D3	1.931364	0.8693348469246125	4
SRA1	1.9311652	0.8728410750284377	6
MFSD1	1.9275879	0.8759152043973705	6
CAPZA2	1.9265589	0.4693039232932656	1
EAPP	1.9212462	0.8804755212107458	4
ACADM	1.9147954	0.6871678989831657	2
NOP58	1.9128317	0.4862201752588141	0
YWHAB	1.9127569	0.5495371067626293	5
LAMTOR5	1.9124963	0.8962687630709696	6
RMDN3	1.9090092	0.9013574104982667	4
CDV3	1.9089947	0.552713227979242	5
RRAGC	1.9085836	0.9022373260568499	6
SNAPIN	1.9076511	0.5537746615248642	5
UBE2D3	1.9061462	0.5547434522364671	5
SF3B1	1.905347	0.49213379893123566	0
PLCB2	1.9051892	0.486769694469217	1
PLBD1	1.9037277	0.5566306840216865	5
DRAM2	1.90353	0.48801127585973997	1
GPS1	1.9009329	0.5582105199576622	5
SLFN5	1.8997205	0.4978779880630718	0
HNRNPM	1.8991406	0.9998635999843186	3
PSMB6	1.8986522	0.4913349758124181	1
SKAP2	1.8966612	0.4926914254793204	1
YWHAB	1.8958718	0.9224972559123388	4
RPS19BP1	1.8948336	0.9245726844132433	6
AHSA1	1.8909496	0.9998635999843186	3
IL16	1.8903518	0.5060727068609907	0
KCNK6	1.8835208	0.5051040064457305	1
LSM6	1.882425	0.9395375799039137	6
MRP63	1.8822013	0.9395375799039137	6
DNTTIP1	1.8783443	0.5104389767953385	1
FCGR2A	1.8781769	0.9449034987126889	6
NDUFA10	1.877059	0.9451414932540745	6
SPIB	1.8753822	0.9455058439822873	6
TMEM141	1.8742056	0.9575168021484858	4
PAX5	1.8737704	0.7365938238024119	2
CTBP2	1.8726164	0.9590601032082237	4
ELOF1	1.8712652	0.588943077518106	5
ARPC4	1.8695643	0.9998635999843186	3
POLD2	1.8667743	0.9580372408308282	6
SF3B5	1.8665355	0.5926137816527794	5
NKIRAS2	1.8652039	0.521199712611363	1
VAPA	1.8621285	0.5981118654612049	5
GRSF1	1.8604023	0.9670389542320705	6
RAB1B	1.8598174	0.5999767089911552	5
GINM1	1.8526692	0.6075766596043359	5
CD47	1.8523467	0.6075952691987514	5
ADSL	1.851571	0.9776366306830553	6
NOC4L	1.851012	0.9777750082915355	6
SNW1	1.8505194	0.6092461580672256	5
SLC40A1	1.8498441	0.9980339765977769	7
RPL7L1	1.8482172	0.9797505022354114	6
PRDX4	1.8467641	0.9797505022354114	6
IFI35	1.8457059	1.0	4
CCT7	1.8452523	0.6156226790499283	5
COMMD4	1.8424042	0.988012784183188	6
RAB11B	1.8400927	0.6201918857945996	5
C1QB	1.8393402	0.6203810146442456	5
PSMA1	1.8363676	0.9963281388347102	6
AP3M2	1.8349391	0.5590961499592491	0
ATP5D	1.8341318	0.9987153956877943	6
CD320	1.8338927	1.0	4
RORA	1.83331	1.0	4
NKIRAS2	1.8332375	0.9989176757928435	6
XPNPEP1	1.8315965	0.9980339765977769	7
RNF125	1.8263705	1.0	4
MAP3K8	1.8249931	1.0	4
DNTTIP1	1.8245178	0.9989176757928435	6
